ID,kmeans_cluster2,kmeans_cluster3,kmeans_cluster4,kmeans_cluster5,kmeans_cluster6,kmeans_cluster7,kmeans_cluster8,kmeans_cluster9,kmeans_cluster10
138627,1,0,3,4,1,0,1,0,1
138628,1,0,3,2,1,0,1,0,8
138629,1,0,3,2,1,0,1,0,8
138630,1,0,3,2,1,0,1,0,8
138631,1,0,3,4,1,2,6,7,0
138632,1,0,3,4,1,0,1,0,1
138635,0,1,0,0,0,1,2,2,7
138636,1,0,3,4,1,0,1,0,1
138638,1,0,2,1,5,3,5,4,5
138642,0,1,0,0,0,1,2,2,7
138645,0,1,0,0,4,1,4,1,2
138646,0,1,0,0,0,1,2,2,7
138649,1,0,3,4,1,0,1,8,9
138650,1,0,3,4,1,0,1,0,1
138651,1,0,3,4,1,0,1,0,1
138652,1,0,3,4,1,0,1,8,9
138655,1,0,3,4,1,0,1,0,1
138657,1,0,3,4,1,0,1,8,9
138659,0,1,0,0,4,1,4,1,2
138660,0,1,0,0,4,1,4,1,2
138661,1,0,3,4,1,0,1,8,9
138662,0,1,0,0,4,1,4,1,2
138664,0,1,0,0,4,1,4,1,2
138666,1,0,3,4,1,0,1,8,9
138668,0,1,0,0,0,1,2,2,7
138672,0,1,0,0,4,1,4,1,2
138673,1,0,3,4,1,0,1,0,1
138675,0,1,0,0,4,1,4,1,2
138676,1,0,3,4,1,0,1,0,1
138678,1,0,3,4,1,0,1,8,9
138681,1,0,3,2,1,0,1,0,8
138683,1,2,1,3,2,6,7,5,3
138688,1,0,3,2,1,0,1,0,8
138690,1,2,1,3,2,6,7,5,3
138691,1,0,3,4,1,2,6,7,0
138694,1,0,3,4,1,0,1,0,1
138699,0,1,0,0,4,1,4,1,2
138700,0,1,0,0,4,1,4,1,2
138701,1,0,3,4,1,0,1,0,1
138702,1,0,2,1,5,3,5,4,5
138703,1,0,3,4,1,0,1,0,1
138705,1,0,3,4,1,0,1,0,1
138708,1,2,1,3,2,6,7,5,3
138709,1,0,3,4,1,0,1,8,9
138711,0,1,0,0,0,1,2,2,7
138714,0,1,0,0,0,1,2,2,7
138715,1,0,3,4,1,0,1,8,9
138717,1,2,1,3,2,6,7,5,3
138718,1,0,3,4,1,0,1,0,1
138720,0,1,0,0,4,1,4,1,2
138721,1,0,3,2,1,0,1,8,9
138722,1,0,3,4,1,0,1,8,9
138724,0,1,0,0,4,1,4,1,2
138726,0,1,0,0,4,1,4,1,2
138727,0,1,0,0,4,1,4,1,2
138728,1,0,3,4,1,0,1,0,1
138729,1,0,3,4,1,0,1,0,1
138730,1,0,2,1,5,3,5,4,5
138736,0,1,0,0,4,1,4,1,2
138737,1,2,1,3,2,6,7,5,3
138738,0,1,0,0,0,1,2,2,7
138740,1,0,3,4,1,0,1,8,9
138741,1,0,3,4,1,0,1,0,1
138742,0,1,0,0,0,1,2,2,7
138744,0,1,0,0,4,1,4,1,2
138747,1,0,3,4,1,2,6,7,0
138750,1,0,3,4,1,0,1,0,1
138754,0,1,0,0,4,1,4,1,2
138758,1,0,3,2,1,0,1,0,8
138761,1,0,3,4,1,0,1,0,1
138763,0,1,0,0,4,1,4,1,2
138764,1,0,3,4,1,0,1,0,1
138765,0,1,0,0,4,1,4,1,2
138767,0,1,0,0,4,1,4,1,2
138769,0,1,0,0,4,1,4,1,2
138770,0,1,0,0,4,1,4,1,2
138771,1,0,3,4,1,0,1,0,1
138775,1,0,3,4,1,0,1,0,1
138776,0,1,0,0,0,1,2,2,7
138778,1,0,3,4,1,0,1,0,1
138781,0,1,0,0,4,1,4,1,2
138783,1,0,3,4,1,0,1,0,1
138786,0,1,0,0,4,1,4,1,2
138787,1,2,1,3,2,6,7,5,3
138788,1,0,3,4,1,0,1,8,9
138789,1,0,3,2,1,0,1,0,8
138791,1,0,3,4,1,0,1,0,1
138798,1,0,3,4,1,0,1,8,9
138800,0,1,0,0,4,1,4,1,2
138803,1,0,3,4,1,0,1,0,1
138804,1,0,3,4,1,0,1,0,1
138805,0,1,0,0,4,1,4,1,2
138807,1,0,3,4,1,0,1,8,9
138810,1,0,3,4,1,0,1,0,1
138811,1,0,3,4,1,2,6,7,0
138814,1,0,3,4,1,0,1,0,1
138816,1,0,3,4,0,2,6,7,0
138817,0,1,0,0,4,1,4,1,2
138818,1,0,3,4,1,0,1,0,1
138819,1,0,3,4,1,0,1,0,1
138821,1,0,3,2,1,0,1,8,9
138824,1,2,1,3,3,4,3,3,4
138826,1,0,3,2,1,0,1,0,8
138829,1,0,3,4,1,0,1,8,9
138835,1,0,3,4,1,0,1,0,1
138836,0,1,0,0,0,1,2,2,7
138838,0,1,0,0,0,1,2,2,7
138842,1,0,3,2,1,0,1,0,8
138843,1,0,3,4,1,0,1,0,1
138847,0,1,0,0,4,1,4,1,2
138849,0,1,0,0,4,1,4,1,2
138851,1,0,3,2,1,0,1,0,8
138853,1,0,3,4,1,0,1,0,1
138854,1,2,1,3,3,4,3,3,4
138856,1,0,3,4,1,0,1,0,1
138858,0,1,0,0,4,1,4,1,2
138859,1,0,3,4,0,2,6,7,0
138860,0,1,0,0,4,1,4,1,2
138861,0,1,0,0,0,1,2,2,7
138862,1,0,3,4,1,0,1,8,9
138863,1,0,2,1,5,3,5,4,5
138864,1,0,3,4,1,0,1,0,1
138868,0,1,0,0,4,1,4,1,2
138869,1,0,3,4,0,2,6,7,0
138872,0,1,0,2,4,1,4,1,2
138873,1,0,3,2,1,0,1,8,9
138875,1,0,3,4,1,2,6,7,0
138876,1,0,3,4,0,2,6,7,0
138877,1,0,3,2,1,0,1,0,8
138878,0,1,0,0,4,1,4,1,2
138879,1,0,3,4,1,0,1,0,1
138883,1,0,3,4,1,0,1,0,1
138885,1,0,3,4,1,0,1,0,1
138886,0,1,0,0,4,1,4,1,2
138887,1,0,3,4,1,0,1,0,1
138890,1,0,3,4,1,0,1,0,1
138891,0,1,0,0,4,1,4,1,2
138896,1,0,3,4,1,0,1,8,9
138898,1,0,3,2,1,0,1,0,8
138900,1,0,3,4,1,0,1,0,1
138901,1,0,3,4,1,0,1,0,1
138903,1,0,2,1,1,5,0,6,6
138905,1,0,3,4,1,0,1,0,1
138906,0,1,0,0,0,1,2,2,7
138909,0,1,0,0,4,1,4,1,2
138912,1,0,3,4,1,0,1,0,1
138916,1,0,3,4,1,0,1,0,1
138917,0,1,0,0,4,1,4,1,2
138918,1,0,3,2,1,0,1,0,8
138924,0,1,0,0,4,1,4,1,2
138926,0,1,0,0,4,1,4,1,2
138927,1,0,3,2,1,0,1,0,8
138928,0,1,0,0,4,1,4,1,2
138929,1,0,3,4,1,0,1,8,9
138930,1,0,3,4,1,0,1,0,1
138931,1,2,1,3,2,6,7,5,3
138932,0,1,0,0,4,1,4,1,2
138933,1,0,3,4,1,0,1,0,1
138936,1,0,3,2,1,0,1,0,8
138937,1,0,3,2,1,0,1,0,8
138938,1,0,3,4,0,2,6,7,0
138939,1,0,2,1,1,5,0,6,6
138940,1,0,3,4,0,2,6,7,0
138941,1,0,3,4,1,0,1,0,1
138942,1,0,3,2,1,0,1,0,8
138944,1,0,3,4,1,0,1,0,1
138945,0,1,0,0,4,1,4,1,2
138946,1,0,3,2,1,0,1,0,8
138948,1,0,3,4,1,0,1,8,9
138950,1,0,3,2,1,0,1,0,8
138954,1,0,3,4,1,0,1,0,1
138955,1,0,3,2,1,0,1,0,8
138956,1,0,3,4,1,0,1,0,1
138959,0,1,0,0,4,1,4,1,2
138960,1,0,3,4,1,0,1,0,1
138966,1,0,3,4,1,0,1,0,1
138968,1,2,1,3,2,6,7,5,3
138969,1,2,1,3,2,6,7,5,3
138970,1,0,3,4,1,0,1,8,9
138971,1,0,2,1,1,5,0,6,6
138972,0,1,0,0,4,1,4,1,2
138973,1,2,1,3,3,4,3,3,4
138975,1,0,3,4,1,0,1,0,1
138976,1,0,3,4,1,0,1,0,1
138977,1,0,3,4,1,0,1,0,1
138978,1,0,3,4,1,0,1,0,1
138979,1,0,3,4,1,0,1,0,1
138980,1,0,3,4,1,0,1,0,1
138981,0,1,0,0,0,1,2,2,7
138983,0,1,0,0,0,1,2,2,7
138984,1,0,3,4,1,0,1,0,1
138988,1,0,3,4,1,0,1,8,9
138990,0,1,0,0,4,1,4,1,2
138991,1,0,3,4,1,0,1,0,1
138992,1,0,3,4,1,0,1,0,1
138996,1,0,3,4,1,0,1,8,9
139005,1,0,3,2,1,0,1,8,9
139006,1,0,3,4,1,0,1,0,1
139007,1,0,3,4,1,2,6,7,0
139008,1,0,3,4,1,0,1,0,1
139009,1,0,3,2,1,0,1,0,8
139010,1,0,3,4,1,0,1,0,1
139011,0,1,0,0,4,1,4,1,2
139014,1,2,1,3,2,6,7,5,3
139015,1,0,3,4,1,0,1,0,1
139016,1,0,3,4,1,2,6,7,0
139017,0,1,0,0,4,1,4,1,2
139019,0,1,0,0,4,1,4,1,2
139025,1,0,3,4,1,0,1,0,1
139027,0,1,0,0,4,1,4,1,2
139028,0,1,0,0,0,1,2,2,7
139030,0,1,0,0,4,1,4,1,2
139031,0,1,0,0,0,1,2,2,7
139032,0,1,0,0,0,1,2,2,7
139033,0,1,0,0,4,1,4,1,2
139034,1,0,3,4,1,0,1,0,1
139035,1,2,1,3,2,6,7,5,3
139038,1,0,3,4,1,0,1,0,1
139040,1,0,3,4,0,2,6,7,0
139042,0,1,0,0,0,1,2,2,7
139043,1,0,2,1,5,5,0,6,6
139044,1,0,3,4,1,0,1,0,1
139046,1,0,3,4,1,0,1,0,1
139048,0,1,0,0,4,1,4,1,2
139051,0,1,0,0,0,1,2,2,7
139052,1,0,3,4,1,0,1,0,1
139053,1,0,3,2,1,0,1,8,9
139055,1,0,3,4,1,0,1,0,1
139056,0,1,0,0,4,1,4,1,2
139064,1,0,3,4,1,0,1,0,1
139065,1,2,2,1,5,3,5,4,5
139067,1,0,3,4,0,2,6,7,0
139069,1,0,3,4,1,0,1,0,1
139071,1,0,3,2,1,0,1,0,8
139077,0,1,0,0,4,1,4,1,2
139081,0,1,0,0,4,1,4,1,2
139082,0,1,0,0,4,1,4,1,2
139083,1,0,3,4,1,0,1,0,1
139084,0,1,0,0,4,1,4,1,2
139085,0,1,0,0,4,1,4,1,2
139088,1,2,1,3,3,4,3,3,4
139089,1,2,1,3,3,4,3,3,4
139091,1,0,3,4,1,0,1,0,1
139092,1,0,3,4,1,0,1,0,1
139093,1,0,3,4,1,0,1,0,1
139101,1,0,3,4,1,0,1,8,9
139103,0,1,0,0,4,1,4,1,2
139106,1,0,3,4,1,0,1,0,1
139108,0,1,0,0,0,1,2,2,7
139109,1,0,3,2,1,0,1,0,8
139111,1,0,3,4,1,0,1,8,9
139113,1,0,3,2,1,0,1,0,8
139114,0,1,0,0,4,1,4,1,2
139116,0,1,0,0,0,1,2,2,7
139117,0,1,0,0,0,1,2,2,7
139119,1,0,3,4,1,2,6,7,0
139121,0,1,0,0,4,1,4,1,2
139122,1,0,3,4,1,2,6,7,0
139124,0,1,0,0,4,1,4,1,2
139126,1,0,3,4,1,0,1,0,1
139127,1,0,3,4,1,0,1,8,9
139128,0,1,0,0,4,1,4,1,2
139129,1,0,3,4,1,0,1,0,1
139132,0,1,0,0,4,1,4,1,2
139133,1,0,3,4,1,0,1,8,9
139135,1,0,3,4,1,0,1,8,9
139136,1,0,3,4,1,0,1,8,9
139137,0,1,0,0,4,1,4,1,2
139138,1,0,3,4,1,0,1,8,9
139139,1,0,3,4,1,0,1,0,1
139140,1,0,3,4,1,0,1,0,1
139143,1,0,2,1,1,0,1,0,1
139144,0,1,0,0,4,1,4,1,2
139146,1,0,3,4,1,0,1,0,1
139150,1,0,3,4,1,0,1,0,1
139155,1,0,3,2,1,0,1,0,8
139156,1,0,3,2,1,0,1,8,9
139158,1,0,3,4,1,0,1,8,9
139161,1,0,3,4,1,0,1,0,1
139163,0,1,2,1,0,2,2,7,7
139165,0,1,0,0,4,1,4,1,2
139166,0,1,0,0,4,1,4,1,2
139172,1,0,3,2,1,0,1,0,8
139175,0,1,0,0,0,1,2,2,7
139177,1,0,3,4,1,0,1,0,1
139178,1,0,3,4,1,0,1,0,1
139179,0,1,0,0,4,1,4,1,2
139181,0,1,0,0,0,1,2,2,7
139183,1,0,2,1,5,3,5,4,5
139186,0,1,0,0,4,1,4,1,2
139187,1,0,2,1,5,3,5,4,5
139188,1,0,3,4,1,2,6,7,0
139192,0,1,0,0,4,1,4,1,2
139195,1,0,3,4,1,0,1,0,1
139196,1,0,3,4,1,0,1,0,1
139199,1,0,3,4,1,0,1,0,1
139210,1,0,3,4,1,0,1,8,9
139212,0,1,0,0,4,1,4,1,2
139213,1,2,1,3,2,6,7,5,3
139216,1,0,3,4,1,2,6,7,0
139217,1,0,3,4,1,0,1,8,9
139218,1,0,3,2,1,0,1,0,8
139219,0,1,0,0,0,1,2,2,7
139220,1,0,3,4,1,0,1,0,1
139223,1,0,3,4,1,0,1,0,1
139224,0,1,0,0,4,1,4,1,2
139226,1,0,3,4,1,0,1,0,1
139229,1,0,3,2,1,0,1,0,8
139230,1,0,3,4,1,0,1,0,1
139232,0,1,0,0,4,1,4,1,2
139233,1,0,3,4,1,0,1,0,1
139235,1,0,3,4,1,0,1,8,9
139238,1,0,3,4,1,0,1,0,1
139243,1,0,2,1,5,3,5,4,5
139244,1,0,3,4,1,0,1,0,1
139245,1,0,3,4,1,2,6,7,0
139247,1,0,3,4,1,0,1,0,1
139248,1,0,3,4,1,0,1,0,1
139249,1,0,3,2,1,0,1,0,8
139252,1,0,3,4,1,0,1,0,1
139254,1,0,3,4,1,0,1,8,9
139255,1,2,1,3,2,6,7,5,3
139256,1,0,3,2,1,0,1,8,8
139257,1,2,1,3,2,6,7,5,3
139263,0,1,0,0,4,1,4,1,2
139270,1,0,3,4,1,0,1,8,9
139271,1,0,3,4,1,0,1,0,1
139276,1,2,1,3,2,6,7,5,3
139277,1,0,3,2,1,0,1,0,8
139282,1,0,3,4,1,2,6,7,0
139284,0,1,0,0,4,1,4,1,2
139285,1,0,3,4,1,0,1,8,9
139286,1,0,3,4,1,0,1,8,9
139287,1,2,1,3,3,4,3,3,4
139289,0,1,0,0,4,1,4,1,2
139290,1,0,3,4,1,0,1,0,1
139292,0,1,0,0,4,1,4,1,2
139294,1,0,3,2,1,0,1,0,8
139295,1,0,2,1,5,3,5,4,5
139298,1,0,3,4,1,0,1,0,1
139302,1,0,3,4,1,0,1,8,9
139305,1,0,3,4,1,0,1,8,9
139309,1,0,3,4,1,0,1,0,1
139315,1,2,1,3,2,6,7,5,3
139316,1,0,3,4,1,0,1,0,1
139318,1,0,3,2,1,0,1,0,8
139319,1,2,1,3,3,4,3,3,4
139321,0,1,0,0,4,1,4,1,2
139323,1,0,3,2,1,0,1,0,8
139324,0,1,0,0,4,1,4,1,2
139325,1,0,3,2,1,0,1,0,8
139326,0,1,0,0,4,1,4,1,2
139328,1,0,3,4,1,0,1,0,1
139329,1,0,3,4,1,0,1,0,1
139331,0,1,0,0,4,1,4,1,2
139334,1,0,3,4,1,0,1,0,1
139335,1,0,3,4,1,0,1,0,1
139341,1,2,1,3,3,4,3,3,4
139343,1,0,3,4,1,0,1,0,1
139344,1,0,3,4,1,0,1,0,1
139345,1,0,3,4,1,0,1,0,1
139347,1,0,3,4,1,0,1,0,1
139348,0,1,0,0,4,1,4,1,2
139349,0,1,0,0,0,1,2,2,7
139350,0,1,0,0,0,1,2,2,7
139353,0,1,0,0,0,1,2,2,7
139354,1,0,2,1,5,3,5,4,5
139355,1,0,3,4,1,0,1,8,9
139356,0,1,2,1,0,2,2,7,7
139357,1,0,3,2,1,0,1,0,8
139359,1,0,2,1,1,5,0,6,6
139361,1,0,2,1,1,5,0,6,6
139362,1,0,3,4,1,0,1,8,9
139365,0,1,0,0,0,1,2,2,7
139366,1,0,3,4,1,0,1,8,9
139371,1,2,1,3,2,6,7,5,3
139372,0,1,0,0,4,1,4,1,2
139373,1,0,3,4,1,0,1,8,9
139374,0,1,0,0,4,1,4,1,2
139375,1,0,3,4,1,2,6,7,0
139377,0,1,0,0,4,1,4,1,2
139378,0,1,0,0,4,1,4,1,2
139379,1,2,1,3,2,6,7,5,3
139382,0,1,0,0,0,1,2,2,7
139383,1,0,3,4,1,0,1,0,1
139384,0,1,0,0,4,1,4,1,2
139385,1,0,3,4,1,0,1,0,1
139387,0,1,0,0,0,1,2,2,7
139389,0,1,0,0,4,1,4,1,2
139390,1,0,2,1,1,5,0,6,6
139391,1,2,1,3,2,6,7,5,3
139392,1,2,1,3,2,6,7,5,3
139393,1,0,2,1,1,5,0,6,6
139395,1,0,3,4,1,0,1,0,1
139396,1,0,3,4,1,0,1,0,1
139398,1,0,3,4,1,0,1,0,1
139399,1,0,3,4,1,0,1,0,1
139400,1,0,3,2,1,0,1,0,8
139402,1,0,3,4,1,0,1,8,9
139403,0,1,0,0,4,1,4,1,2
139404,0,1,0,0,4,1,4,1,2
139405,1,0,3,4,1,0,1,0,1
139406,1,0,3,2,1,0,1,0,8
139409,0,1,0,0,0,1,2,2,7
139410,0,1,0,0,4,1,4,1,2
139411,1,0,3,2,1,0,1,8,8
139413,1,0,2,1,1,5,0,6,6
139415,1,2,1,3,3,4,3,3,4
139416,1,0,3,4,1,0,1,0,1
139422,0,1,0,0,4,1,4,1,2
139424,1,0,3,4,1,0,1,8,9
139425,1,0,3,4,1,0,1,0,1
139426,1,0,3,4,1,0,1,0,1
139427,1,0,3,2,1,0,1,0,8
139428,1,2,1,3,3,4,3,3,4
139429,1,0,2,1,1,5,0,6,6
139430,1,0,3,2,1,0,1,0,8
139431,1,0,3,4,1,2,6,7,0
139432,1,0,3,2,1,0,1,0,8
139436,0,1,0,0,0,1,2,2,7
139441,1,0,3,4,1,0,1,8,9
139442,0,1,0,0,4,1,4,1,2
139444,1,0,2,1,1,0,1,0,1
139445,0,1,0,0,0,1,2,2,7
139448,1,0,3,4,1,0,1,0,1
139449,1,0,2,1,5,3,5,4,5
139450,1,2,1,3,3,4,3,3,4
139452,1,0,2,1,5,3,5,4,5
139459,1,0,3,4,1,0,1,8,9
139460,1,0,3,4,0,2,6,7,0
139463,1,2,1,3,2,6,7,5,3
139464,1,0,3,4,1,0,1,0,1
139469,1,0,3,4,1,0,1,0,1
139470,0,1,0,0,4,1,4,1,2
139471,0,1,0,0,4,1,4,1,2
139484,1,0,3,4,1,0,1,0,1
139485,0,1,0,0,4,1,4,1,2
139486,0,1,0,0,4,1,4,1,2
139487,0,1,0,0,0,1,2,2,7
139488,1,0,3,4,1,0,1,0,1
139489,0,1,0,0,4,1,4,1,2
139490,0,1,0,0,0,1,2,2,7
139492,1,0,3,4,1,0,1,0,1
139493,1,0,3,2,1,0,1,0,8
139495,0,1,0,0,0,1,2,2,7
139496,1,0,0,0,3,4,3,3,2
139497,1,0,3,4,1,0,1,0,1
139498,1,0,3,4,1,0,1,0,1
139500,1,0,3,4,1,0,1,8,9
139501,1,0,3,4,1,0,1,0,1
139504,1,2,1,3,2,6,7,5,3
139514,1,0,2,1,1,5,0,6,6
139515,1,0,3,4,1,0,1,0,1
139517,1,0,3,4,1,0,1,0,1
139519,1,0,2,1,1,5,0,6,6
139522,1,2,1,3,2,6,7,5,3
139523,1,0,3,4,1,0,1,0,1
139524,1,2,1,3,2,6,7,5,3
139525,1,0,3,2,1,0,1,0,8
139526,0,1,0,0,4,1,4,1,2
139529,1,0,3,4,1,0,1,0,1
139532,0,1,0,0,0,1,2,2,7
139533,1,0,3,4,1,0,1,0,1
139535,1,2,1,3,2,6,7,5,3
139541,1,2,1,3,2,6,7,5,3
139543,1,0,3,4,1,0,1,0,1
139544,1,0,3,4,1,0,1,0,1
139546,1,0,2,1,1,5,0,6,6
139547,0,1,0,0,4,1,4,1,2
139549,1,0,3,4,1,2,6,7,0
139551,1,0,3,2,3,4,3,3,4
139553,1,2,1,3,2,6,7,5,3
139555,0,1,0,0,4,1,4,1,2
139556,0,1,0,0,4,1,4,1,2
139558,1,0,3,4,1,0,1,0,1
139560,1,0,2,1,5,3,5,4,5
139562,0,1,0,0,4,1,4,1,2
139568,0,1,0,0,0,1,2,2,7
139569,1,0,3,4,1,0,1,8,9
139571,1,0,3,4,1,0,1,8,9
139573,1,2,1,3,3,4,3,3,4
139574,1,0,3,2,1,0,1,0,8
139580,1,0,3,4,1,0,1,0,1
139581,0,1,0,0,0,1,2,2,7
139582,0,1,0,0,4,1,4,1,2
139584,0,1,0,0,4,1,4,1,2
139585,0,1,0,0,4,1,4,1,2
139586,0,1,0,0,4,1,4,1,2
139588,1,0,3,4,1,0,1,0,1
139590,0,1,0,0,4,1,4,1,2
139591,0,1,0,0,0,1,2,2,7
139593,0,1,0,0,4,1,4,1,2
139594,1,0,3,4,1,0,1,8,9
139595,1,0,3,4,1,0,1,0,1
139596,1,0,3,4,1,0,1,8,9
139598,1,2,1,3,2,6,7,5,3
139601,0,1,0,0,4,1,4,1,2
139603,1,0,3,4,1,0,1,0,1
139606,1,0,3,4,1,0,1,0,1
139607,1,0,2,1,1,5,0,6,6
139610,1,0,3,4,1,0,1,8,9
139611,1,0,3,4,1,0,1,0,1
139613,1,0,3,4,1,0,1,0,1
139614,1,0,3,2,1,0,1,0,8
139616,0,1,0,0,4,1,4,1,2
139618,1,0,2,1,5,3,5,4,5
139620,0,1,0,0,4,1,4,1,2
139622,0,1,0,0,4,1,4,1,2
139623,1,0,3,4,1,0,1,8,9
139625,1,0,3,4,1,2,6,7,0
139626,1,0,3,4,1,0,1,0,1
139628,1,0,3,4,1,0,1,0,1
139630,1,0,3,4,1,2,6,7,0
139632,1,0,3,4,0,2,6,7,0
139638,1,0,3,4,1,0,1,8,9
139640,0,1,0,0,4,1,4,1,2
139641,1,0,3,4,1,0,1,0,1
139642,0,1,0,0,4,1,4,1,2
139646,0,1,0,0,0,1,2,2,7
139648,1,0,3,4,1,0,1,8,9
139651,1,0,3,4,1,0,1,0,1
139653,1,0,3,4,1,0,1,0,1
139655,1,0,2,1,5,3,5,4,5
139656,1,0,3,4,1,0,1,0,1
139662,1,0,3,4,1,0,1,0,1
139663,0,1,0,0,0,1,2,2,7
139664,1,0,3,4,1,0,1,0,1
139670,1,2,2,1,5,3,5,4,5
139671,1,2,1,3,3,4,3,3,4
139674,1,0,3,4,1,0,1,0,1
139675,1,0,3,4,1,0,1,8,9
139676,1,2,1,3,2,6,7,5,3
139677,1,0,2,1,5,3,5,4,5
139678,1,0,3,4,1,0,1,0,1
139679,1,2,1,3,2,6,7,5,3
139682,1,0,3,4,1,0,1,0,1
139683,1,0,3,2,1,0,1,8,8
139685,1,0,3,4,1,0,1,0,1
139686,1,2,1,3,2,6,7,5,3
139688,1,0,3,4,1,0,1,8,9
139693,1,0,3,4,1,0,1,0,1
139694,1,0,3,4,1,0,1,0,1
139696,1,0,3,4,1,0,1,0,1
139698,1,0,3,4,0,2,6,7,0
139699,1,0,3,2,1,0,1,8,9
139703,1,2,1,3,2,6,7,5,3
139704,1,0,3,4,1,0,1,8,9
139705,0,1,0,0,4,1,4,1,2
139706,0,1,0,0,0,1,2,2,7
139707,1,0,3,4,1,0,1,0,1
139708,1,0,3,4,1,0,1,0,1
139709,0,1,0,0,4,1,4,1,2
139710,1,0,3,4,0,2,6,7,0
139711,1,2,1,3,2,6,7,5,3
139712,0,1,2,1,0,2,2,7,7
139713,0,1,0,0,4,1,4,1,2
139715,0,1,0,0,4,1,4,1,2
139716,1,0,3,4,0,2,6,7,0
139719,0,1,0,0,4,1,4,1,2
139720,1,0,3,4,1,0,1,8,9
139721,1,0,3,2,1,0,1,0,8
139725,1,0,3,4,1,2,6,7,0
139727,1,0,3,4,1,0,1,0,1
139729,1,2,1,3,3,4,3,3,4
139735,1,0,3,4,1,0,1,0,1
139739,0,1,0,0,0,1,2,2,7
139740,1,0,3,4,1,0,1,0,1
139742,0,1,0,0,0,1,2,2,7
139746,1,0,3,4,1,0,1,0,1
139749,0,1,0,0,4,1,4,1,2
139750,1,0,3,4,1,0,1,0,1
139751,0,1,0,0,4,1,4,1,2
139754,1,2,1,3,3,4,3,3,4
139760,0,1,0,0,4,1,4,1,2
139762,1,0,3,4,1,0,1,0,1
139763,1,0,3,4,1,0,1,0,1
139764,0,1,2,1,4,5,0,6,6
139766,1,0,3,2,1,0,1,0,8
139767,1,0,3,4,1,2,6,7,0
139771,1,0,2,1,1,5,0,6,6
139772,1,0,3,4,1,0,1,0,1
139773,0,1,0,0,4,1,4,1,2
139776,1,0,3,2,2,6,7,5,8
139778,0,1,0,0,4,1,4,1,2
139779,1,0,3,4,1,0,1,0,1
139780,1,2,1,3,2,6,7,5,3
139784,1,0,3,4,1,2,6,7,0
139786,1,0,3,4,1,0,1,0,1
139787,1,0,3,2,1,0,1,8,8
139788,1,0,3,4,1,0,1,0,1
139791,1,0,3,4,1,0,1,0,1
139792,1,0,3,4,1,0,1,0,1
139793,1,0,3,4,1,0,1,8,9
139796,0,1,0,0,4,1,4,1,2
139801,0,1,0,0,4,1,4,1,2
139803,1,0,3,4,1,0,1,8,9
139807,1,2,1,3,2,6,7,5,3
139809,0,1,0,0,0,1,2,2,7
139810,0,1,0,0,4,1,4,1,2
139812,1,0,3,2,1,0,1,0,8
139813,1,2,1,3,2,6,7,5,3
139815,1,0,3,4,1,0,1,0,1
139816,1,0,3,4,1,0,1,0,1
139819,1,0,3,4,1,0,1,8,9
139821,1,0,3,4,2,6,7,5,3
139823,1,0,3,4,1,0,1,0,1
139825,0,1,0,0,0,1,2,2,7
139826,0,1,0,0,4,1,4,1,2
139829,0,1,0,0,4,1,4,1,2
139830,1,2,1,3,2,6,7,5,3
139832,0,1,0,0,4,1,4,1,2
139837,0,1,0,0,4,1,4,1,2
139839,0,1,0,0,4,1,4,1,2
139840,1,0,3,2,1,0,1,0,8
139842,0,1,0,0,4,1,4,1,2
139843,1,2,1,3,2,6,7,5,3
139844,1,0,3,4,1,0,1,8,9
139846,1,0,3,4,1,0,1,0,1
139850,1,0,3,4,1,0,1,0,1
139851,1,0,3,4,1,0,1,0,1
139853,1,0,3,2,1,0,1,0,8
139854,0,1,0,0,4,1,4,1,2
139858,1,0,3,4,1,0,1,8,9
139859,1,0,3,4,1,0,1,8,9
139861,1,0,3,4,1,0,1,0,1
139862,1,0,3,4,1,0,1,8,9
139863,1,0,3,4,1,0,1,0,1
139864,0,1,0,0,4,1,4,1,2
139865,0,1,0,0,4,1,4,1,2
139866,1,0,3,2,1,0,1,0,8
139867,1,2,1,3,2,6,7,5,3
139868,1,0,3,4,1,0,1,8,9
139873,1,0,3,4,1,0,1,0,1
139880,1,2,1,3,2,6,7,5,3
139881,1,2,1,3,2,6,7,5,3
139884,0,1,0,0,4,1,4,1,2
139885,1,0,3,4,1,0,1,0,1
139888,1,0,3,4,1,0,1,0,1
139889,1,0,3,4,1,0,1,8,9
139894,0,1,0,0,4,1,4,1,2
139901,0,1,0,0,4,1,4,1,2
139904,0,1,0,0,4,1,4,1,2
139905,1,0,3,2,1,0,1,0,8
139906,1,0,3,4,1,0,1,0,1
139911,1,0,3,4,0,2,6,7,0
139913,1,0,3,2,1,0,1,0,8
139914,0,1,0,0,4,1,4,1,2
139915,1,0,3,2,1,0,1,0,8
139916,1,0,3,2,1,0,1,0,8
139920,1,0,3,4,1,0,1,8,9
139922,1,2,1,3,2,6,7,5,3
139924,1,0,3,4,1,0,1,0,1
139927,1,2,1,3,3,4,3,3,4
139929,0,1,0,0,0,1,2,2,7
139930,1,2,1,3,2,6,7,5,3
139934,1,0,3,2,1,0,1,0,8
139935,1,0,3,4,1,0,1,0,1
139937,0,1,0,0,4,1,4,1,2
139942,0,1,0,0,4,1,4,1,2
139945,1,0,2,1,1,5,0,6,6
139946,0,1,0,0,4,1,4,1,2
139947,1,2,1,3,3,4,3,3,4
